,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
6235,Latvia,LVA,2021-01-12,,9974.0,,,,,0.53,,,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6236,Latvia,LVA,2021-01-13,,11485.0,,,,,0.61,,,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6237,Latvia,LVA,2021-01-14,,13307.0,,,,,0.71,,,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6238,Latvia,LVA,2021-01-15,,15180.0,,,,,0.8,,,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6239,Latvia,LVA,2021-01-16,,15848.0,,,,,0.84,,,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6240,Latvia,LVA,2021-01-17,,15965.0,,,,,0.85,,,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6241,Latvia,LVA,2021-01-18,16809.0,16238.0,571.0,,,0.89,0.86,0.03,,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6242,Latvia,LVA,2021-01-19,17685.0,16310.0,1375.0,876.0,876.0,0.94,0.86,0.07,464.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6243,Latvia,LVA,2021-01-20,18455.0,16329.0,2126.0,770.0,823.0,0.98,0.87,0.11,436.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6244,Latvia,LVA,2021-01-21,18734.0,16595.0,2139.0,279.0,642.0,0.99,0.88,0.11,340.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6245,Latvia,LVA,2021-01-22,18949.0,16793.0,2156.0,215.0,535.0,1.0,0.89,0.11,284.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6246,Latvia,LVA,2021-01-23,,16919.0,,,481.0,,0.9,,255.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6247,Latvia,LVA,2021-01-24,,,,,445.0,,,,236.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6248,Latvia,LVA,2021-01-25,19742.0,16938.0,2804.0,,419.0,1.05,0.9,0.15,222.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6249,Latvia,LVA,2021-01-26,20590.0,16968.0,3622.0,848.0,415.0,1.09,0.9,0.19,220.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6250,Latvia,LVA,2021-01-27,21408.0,17049.0,4359.0,818.0,422.0,1.13,0.9,0.23,224.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6251,Latvia,LVA,2021-01-28,22189.0,17078.0,5111.0,781.0,494.0,1.18,0.91,0.27,262.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6252,Latvia,LVA,2021-01-29,23151.0,17130.0,6021.0,962.0,600.0,1.23,0.91,0.32,318.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6253,Latvia,LVA,2021-01-30,23459.0,17134.0,6325.0,308.0,607.0,1.24,0.91,0.34,322.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6254,Latvia,LVA,2021-01-31,,,6659.0,,677.0,,,0.35,359.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6255,Latvia,LVA,2021-02-01,24980.0,17147.0,7833.0,,748.0,1.32,0.91,0.42,397.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6256,Latvia,LVA,2021-02-02,26790.0,17284.0,9506.0,1810.0,886.0,1.42,0.92,0.5,470.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6257,Latvia,LVA,2021-02-03,28412.0,17527.0,10885.0,1622.0,1001.0,1.51,0.93,0.58,531.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6258,Latvia,LVA,2021-02-04,29915.0,17667.0,12248.0,1503.0,1104.0,1.59,0.94,0.65,585.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6259,Latvia,LVA,2021-02-05,31582.0,17828.0,13754.0,1667.0,1204.0,1.67,0.95,0.73,638.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6260,Latvia,LVA,2021-02-06,32148.0,17836.0,14312.0,566.0,1241.0,1.7,0.95,0.76,658.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6261,Latvia,LVA,2021-02-07,32273.0,17838.0,14435.0,125.0,1150.0,1.71,0.95,0.77,610.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6262,Latvia,LVA,2021-02-08,32684.0,18094.0,14590.0,411.0,1101.0,1.73,0.96,0.77,584.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6263,Latvia,LVA,2021-02-09,32868.0,18235.0,14633.0,184.0,868.0,1.74,0.97,0.78,460.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6264,Latvia,LVA,2021-02-10,33496.0,18666.0,14830.0,628.0,726.0,1.78,0.99,0.79,385.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6265,Latvia,LVA,2021-02-11,35279.0,19769.0,15510.0,1783.0,766.0,1.87,1.05,0.82,406.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6266,Latvia,LVA,2021-02-12,37008.0,20945.0,16063.0,1729.0,775.0,1.96,1.11,0.85,411.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6267,Latvia,LVA,2021-02-13,37409.0,21169.0,16240.0,401.0,752.0,1.98,1.12,0.86,399.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6268,Latvia,LVA,2021-02-14,37430.0,21170.0,16260.0,21.0,737.0,1.98,1.12,0.86,391.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6269,Latvia,LVA,2021-02-15,38304.0,21890.0,16414.0,874.0,803.0,2.03,1.16,0.87,426.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6270,Latvia,LVA,2021-02-16,39685.0,23195.0,16490.0,1381.0,974.0,2.1,1.23,0.87,516.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6271,Latvia,LVA,2021-02-17,41677.0,25008.0,16669.0,1992.0,1169.0,2.21,1.33,0.88,620.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6272,Latvia,LVA,2021-02-18,43225.0,26502.0,16723.0,1548.0,1135.0,2.29,1.41,0.89,602.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6273,Latvia,LVA,2021-02-19,44576.0,27797.0,16779.0,1351.0,1081.0,2.36,1.47,0.89,573.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6274,Latvia,LVA,2021-02-20,45347.0,28550.0,16797.0,771.0,1134.0,2.4,1.51,0.89,601.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6275,Latvia,LVA,2021-02-21,,29358.0,,,1316.0,,1.56,,698.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6276,Latvia,LVA,2021-02-22,47939.0,31111.0,16828.0,,1376.0,2.54,1.65,0.89,730.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6277,Latvia,LVA,2021-02-23,50319.0,33462.0,16857.0,2380.0,1519.0,2.67,1.77,0.89,805.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6278,Latvia,LVA,2021-02-24,54629.0,37741.0,16888.0,4310.0,1850.0,2.9,2.0,0.9,981.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6279,Latvia,LVA,2021-02-25,58804.0,41874.0,16930.0,4175.0,2226.0,3.12,2.22,0.9,1180.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6280,Latvia,LVA,2021-02-26,62168.0,45150.0,17018.0,3364.0,2513.0,3.3,2.39,0.9,1332.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6281,Latvia,LVA,2021-02-27,62754.0,45727.0,17027.0,586.0,2487.0,3.33,2.42,0.9,1319.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6282,Latvia,LVA,2021-02-28,62885.0,45857.0,17028.0,131.0,2320.0,3.33,2.43,0.9,1230.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6283,Latvia,LVA,2021-03-01,64642.0,47387.0,17255.0,1757.0,2386.0,3.43,2.51,0.91,1265.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6284,Latvia,LVA,2021-03-02,66818.0,49262.0,17556.0,2176.0,2357.0,3.54,2.61,0.93,1250.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6285,Latvia,LVA,2021-03-03,70914.0,53171.0,17743.0,4096.0,2326.0,3.76,2.82,0.94,1233.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6286,Latvia,LVA,2021-03-04,76881.0,59021.0,17860.0,5967.0,2582.0,4.08,3.13,0.95,1369.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6287,Latvia,LVA,2021-03-05,81685.0,63689.0,17996.0,4804.0,2788.0,4.33,3.38,0.95,1478.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6288,Latvia,LVA,2021-03-06,82454.0,64455.0,17999.0,769.0,2814.0,4.37,3.42,0.95,1492.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6289,Latvia,LVA,2021-03-07,82528.0,64526.0,18002.0,74.0,2806.0,4.38,3.42,0.95,1488.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6290,Latvia,LVA,2021-03-08,84221.0,66182.0,18039.0,1693.0,2797.0,4.47,3.51,0.96,1483.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6291,Latvia,LVA,2021-03-09,86564.0,68500.0,18064.0,2343.0,2821.0,4.59,3.63,0.96,1496.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6292,Latvia,LVA,2021-03-10,89022.0,70928.0,18094.0,2458.0,2587.0,4.72,3.76,0.96,1372.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6293,Latvia,LVA,2021-03-11,91655.0,73551.0,18104.0,2633.0,2111.0,4.86,3.9,0.96,1119.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6294,Latvia,LVA,2021-03-12,96582.0,78471.0,18111.0,4927.0,2128.0,5.12,4.16,0.96,1128.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6295,Latvia,LVA,2021-03-13,97484.0,79372.0,18112.0,902.0,2147.0,5.17,4.21,0.96,1138.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6296,Latvia,LVA,2021-03-14,,79444.0,,,2407.0,,4.21,,1276.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6297,Latvia,LVA,2021-03-15,101276.0,83101.0,18175.0,,2436.0,5.37,4.41,0.96,1291.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6298,Latvia,LVA,2021-03-16,101452.0,83155.0,18297.0,176.0,2127.0,5.38,4.41,0.97,1128.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6299,Latvia,LVA,2021-03-17,101619.0,83217.0,18402.0,167.0,1800.0,5.39,4.41,0.98,954.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6300,Latvia,LVA,2021-03-18,101892.0,83231.0,18661.0,273.0,1462.0,5.4,4.41,0.99,775.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6301,Latvia,LVA,2021-03-19,102592.0,83645.0,18947.0,700.0,859.0,5.44,4.43,1.0,455.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6302,Latvia,LVA,2021-03-20,,84045.0,,,874.0,,4.46,,463.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6303,Latvia,LVA,2021-03-21,,84069.0,,,747.0,,4.46,,396.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6304,Latvia,LVA,2021-03-22,105621.0,86446.0,19175.0,,621.0,5.6,4.58,1.02,329.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6305,Latvia,LVA,2021-03-23,111063.0,91503.0,19560.0,5442.0,1373.0,5.89,4.85,1.04,728.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6306,Latvia,LVA,2021-03-24,117158.0,96916.0,20242.0,6095.0,2220.0,6.21,5.14,1.07,1177.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6307,Latvia,LVA,2021-03-25,122496.0,101580.0,20916.0,5338.0,2943.0,6.49,5.39,1.11,1560.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6308,Latvia,LVA,2021-03-26,126456.0,104845.0,21611.0,3960.0,3409.0,6.7,5.56,1.15,1807.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6309,Latvia,LVA,2021-03-27,127019.0,105083.0,21936.0,563.0,3345.0,6.73,5.57,1.16,1773.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6310,Latvia,LVA,2021-03-28,,105111.0,,,3351.0,,5.57,,1777.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6311,Latvia,LVA,2021-03-29,129120.0,106790.0,22330.0,,3357.0,6.85,5.66,1.18,1780.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6312,Latvia,LVA,2021-03-30,134108.0,111079.0,23029.0,4988.0,3292.0,7.11,5.89,1.22,1745.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6313,Latvia,LVA,2021-03-31,139799.0,115554.0,24245.0,5691.0,3234.0,7.41,6.13,1.29,1715.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6314,Latvia,LVA,2021-04-01,143902.0,118941.0,24961.0,4103.0,3058.0,7.63,6.31,1.32,1621.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6315,Latvia,LVA,2021-04-02,,119502.0,,,2772.0,,6.34,,1470.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6316,Latvia,LVA,2021-04-03,147814.0,122787.0,25027.0,,2971.0,7.84,6.51,1.33,1575.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6317,Latvia,LVA,2021-04-04,,124410.0,,,3249.0,,6.6,,1723.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6318,Latvia,LVA,2021-04-05,,126904.0,,,3527.0,,6.73,,1870.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6319,Latvia,LVA,2021-04-06,156805.0,131366.0,25439.0,,3242.0,8.31,6.96,1.35,1719.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6320,Latvia,LVA,2021-04-07,165781.0,139871.0,25910.0,8976.0,3712.0,8.79,7.42,1.37,1968.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6321,Latvia,LVA,2021-04-08,172772.0,146595.0,26177.0,6991.0,4124.0,9.16,7.77,1.39,2186.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6322,Latvia,LVA,2021-04-09,177542.0,151186.0,26356.0,4770.0,4526.0,9.41,8.02,1.4,2400.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6323,Latvia,LVA,2021-04-10,179087.0,152661.0,26426.0,1545.0,4468.0,9.49,8.09,1.4,2369.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6324,Latvia,LVA,2021-04-11,,152747.0,,,4214.0,,8.1,,2234.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6325,Latvia,LVA,2021-04-12,181529.0,155057.0,26472.0,,3960.0,9.62,8.22,1.4,2099.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6326,Latvia,LVA,2021-04-13,185123.0,158585.0,26538.0,3594.0,4045.0,9.81,8.41,1.41,2145.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6327,Latvia,LVA,2021-04-14,191234.0,164457.0,26777.0,6111.0,3636.0,10.14,8.72,1.42,1928.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6328,Latvia,LVA,2021-04-15,196624.0,169245.0,27379.0,5390.0,3407.0,10.42,8.97,1.45,1806.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6329,Latvia,LVA,2021-04-16,201809.0,174005.0,27804.0,5185.0,3467.0,10.7,9.23,1.47,1838.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
6330,Lebanon,LBN,2021-02-13,0.0,,,,,0.0,,,,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6331,Lebanon,LBN,2021-02-14,48.0,,,48.0,48.0,0.0,,,7.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6332,Lebanon,LBN,2021-02-15,1280.0,,,1232.0,640.0,0.02,,,94.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6333,Lebanon,LBN,2021-02-16,3266.0,,,1986.0,1089.0,0.05,,,160.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6334,Lebanon,LBN,2021-02-17,5932.0,,,2666.0,1483.0,0.09,,,217.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6335,Lebanon,LBN,2021-02-18,9605.0,,,3673.0,1921.0,0.14,,,281.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6336,Lebanon,LBN,2021-02-19,13329.0,,,3724.0,2222.0,0.2,,,326.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6337,Lebanon,LBN,2021-02-20,13329.0,,,0.0,1904.0,0.2,,,279.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6338,Lebanon,LBN,2021-02-21,13329.0,,,0.0,1897.0,0.2,,,278.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6339,Lebanon,LBN,2021-02-22,18031.0,,,4702.0,2393.0,0.26,,,351.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6340,Lebanon,LBN,2021-02-23,21575.0,,,3544.0,2616.0,0.32,,,383.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6341,Lebanon,LBN,2021-02-24,25393.0,,,3818.0,2780.0,0.37,,,407.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6342,Lebanon,LBN,2021-02-25,29820.0,,,4427.0,2888.0,0.44,,,423.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6343,Lebanon,LBN,2021-02-26,34991.0,,,5171.0,3095.0,0.51,,,453.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6344,Lebanon,LBN,2021-02-27,34991.0,,,0.0,3095.0,0.51,,,453.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6345,Lebanon,LBN,2021-02-28,40593.0,,,5602.0,3895.0,0.59,,,571.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
6346,Lebanon,LBN,2021-03-01,45859.0,,,5266.0,3975.0,0.67,,,582.0,Oxford/AstraZeneca; Pfizer/BioNTech; Sinopharm/Beijing; Sputnik V,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
